Station Name,station_lat,station_lon,Bikes Available,restaurant_lat,restaurant_lon,name,distance,address,telephone,rating,open_true
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,752,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,767,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,860,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,762,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,650,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,928,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,989,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.667359,-79.312862,Murphy's Law Irish Pub Inc,545,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",(416) 690-5516,6.8,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.667359,-79.312862,Murphy's Law Irish Pub Inc,911,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",(416) 690-5516,6.8,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,938,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,222,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,329,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,460,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,636,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,703,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,803,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,919,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,788,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672258,-79.322801,Gautama,892,"1416 Gerrard St E, Toronto ON M4L 1Z6",(416) 469-4444,6.4,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.667359,-79.312862,Murphy's Law Irish Pub Inc,665,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",(416) 690-5516,6.8,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,606,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,701,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,817,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.667359,-79.312862,Murphy's Law Irish Pub Inc,368,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",(416) 690-5516,6.8,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.667359,-79.312862,Murphy's Law Irish Pub Inc,979,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",(416) 690-5516,6.8,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,843,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,831,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,825,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.667359,-79.312862,Murphy's Law Irish Pub Inc,517,"1702 Queen St E (at Kingston Rd.), Toronto ON M4L 1G6",(416) 690-5516,6.8,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,306,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,200,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,69,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672665,-79.321041,Udupi Palace,576,"1460 Gerrard St E (Coxwell Ave), Toronto ON M4L 2A3",(416) 405-8189,8.7,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.672278,-79.322523,Motimahal Restaurant Ltd,470,"1422 Gerrard St E (Coxwell), Toronto ON M4L 1Z6",(416) 461-3111,8.1,1
Queen St E / Rhodes Ave,43.666224,-79.317693,15,43.671871,-79.324283,Bombay Chowpatty,342,"1386 Gerrard St E, Toronto ON M4L 1Z2",(416) 405-8080,7.3,0
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,652,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,562,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,996,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,915,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,879,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,667,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,954,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,382,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,603,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,865,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.658245,-79.381557,Joe's Buffet Palace,169,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,753,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,343,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,840,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,888,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,661,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,311,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,276,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,704,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,817,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,629,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.658245,-79.381557,Joe's Buffet Palace,93,"361 Yonge St (Elm Street), Toronto ON M5B 1S1",(416) 850-3179,5.5,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,442,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,665,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,523,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,668,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,922,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,548,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,473,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,199,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,999,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,205,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,1002,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,626,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,980,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,763,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,371,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,643,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,197,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,825,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,875,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,492,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,135,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,945,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,794,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,218,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,683,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,829,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,571,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,932,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,988,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,664,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,280,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,672,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648545,-79.372114,Bindia Indian Bistro,838,"16 Market St, Toronto ON M5E 1M6",(416) 863-0000,7.2,1
Bond St / Queen St E,43.653236,-79.376716,2,43.648393,-79.373445,C'est What,960,"67 Front St E (at Church St), Toronto ON M5E 1B5",(416) 867-9499,8.2,1
Church St / Alexander St,43.663722,-79.380288,17,43.667943,-79.385626,Kothur Indian Cuisine,631,"649 Yonge St, Toronto ON M4Y 1Z9",(416) 926-0953,7.8,0
Church St / Alexander St,43.663722,-79.380288,17,43.669386,-79.385856,Suski Biriyani House,786,"15 Hayden St (nr Yonge St), Toronto ON M4Y 2P2",(416) 515-1957,6.6,1
Church St / Alexander St,43.663722,-79.380288,17,43.661085,-79.38575,Colaba Junction,452,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,1
Church St / Alexander St,43.663722,-79.380288,17,43.65705,-79.384874,Matagali Restaurant,355,"69 Elm St (Bay), Toronto ON M5G 1H2",(416) 599-9994,5.8,1
Church St / Alexander St,43.663722,-79.380288,17,43.661085,-79.38575,Colaba Junction,522,"801 Bay St, Toronto ON M5S 1Y9",(416) 646-8800,6.4,1
